POI ID,대명칭,중명칭,위도,경도
A00528,효자공원화장실,공중,37.65006225,127.0510359
A00529,월곡2동주민센터,공공청사,37.60578644,127.0478842
A00530,모랫공원화장실,공중,37.64683976,127.0518019
A00555,송파2동주민센터,공공청사,37.50232321,127.1167447
A00443,방배4동주민센터,공공청사,37.48961403,126.991373
A00444,오거리공중화장실,공중,37.57688226,127.084358
A00445,반포1동주민센터,공공청사,37.50511145,127.0132351
A00455,서초4동주민센터,공공청사,37.50277397,127.0220786
A00426,광장동청년회화장실,공중,37.54863775,127.1099602
A00427,홍제제3동주민센터,공공청사,37.59378046,126.9496986
A00507,미루나무어린이공원화장실,공중,37.6405571,127.0244424
A00508,길음1동주민센터,공공청사,37.61050143,127.0194638
A00509,오동근린공원화장실,공중,37.62014225,127.0350955
A00398,망원1동주민센터,공공청사,37.55527776,126.9056795
A00399,무궁화공원화장실,공중,37.54127155,127.0944103
A00400,연남동 주민센터,공공청사,37.5645337,126.9220233
A00412,천연동주민센터,공공청사,37.57110648,126.959128
A00413,가중나무공원화장실,공중,37.54638927,127.0679173
A00414,충현동주민센터,공공청사,37.56482976,126.9547336
A00415,햇님공원화장실,공중,37.54272062,127.0669007
A00448,양재2동주민센터,공공청사,37.47059817,127.0412176
A00449,사가정공중화장실,공중,37.58087112,127.0965242
A00339,제기동주민센터,공공청사,37.58560387,127.0420177
A00340,자동차매매센터공중화장실,공중,37.56035732,127.0645599
A00288,서소문근린공원공중화장실,공중,37.56056793,126.9693747
A00290,창4동주민센터,공공청사,37.65226654,127.0515692
A00543,잠실2동주민센터,공공청사,37.51188178,127.0885593
A00544,양지공중화장실,공중,37.64718856,127.0756055
A00501,색동어린이공원화장실,공중,37.63317687,127.0206696
A00502,성수2가제1동주민센터,공공청사,37.53953092,127.0540441
A00503,흰구름어린이공원화장실,공중,37.64572351,127.0204494
A00202,구로리어린이공원화장실,공중,37.49089176,126.8916242
A00203,구일지구대,공공청사,37.48927603,126.8907221
A00204,남구로역화장실,공중,37.48517343,126.8873217
A00401,푸른동산공원화장실,공중,37.54287295,127.0911065
A00402,서강동주민센터,공공청사,37.54778637,126.9319485
A00403,개나리공원화장실,공중,37.53803325,127.0923891
A00416,홍제제1동주민센터,공공청사,37.58770228,126.944928
